experiment,variant,metric,value
ablation,S4_eta0.50_hard_top1_gated,recall_mse,0.28746757
ablation,S4_eta0.50_softmax_additive,recall_mse,0.31704310
ablation,S4_eta0.50_softmax_gated,recall_mse,0.34782535
ablation,S4_eta0.50_topk_softmax_additive,recall_mse,0.39056599
ablation,S4_eta0.50_topk_softmax_gated,recall_mse,0.32151750
ablation,S8_eta0.05_hard_top1_additive,recall_mse,0.32584095
ablation,S8_eta0.05_hard_top1_gated,recall_mse,0.35350633
ablation,S8_eta0.05_softmax_additive,recall_mse,0.32319275
ablation,S8_eta0.05_softmax_gated,recall_mse,0.35442355
ablation,S8_eta0.05_topk_softmax_additive,recall_mse,0.28421134
ablation,S8_eta0.05_topk_softmax_gated,recall_mse,0.34523126
ablation,S8_eta0.20_hard_top1_additive,recall_mse,0.20956114
ablation,S8_eta0.20_hard_top1_gated,recall_mse,0.33246660
ablation,S8_eta0.20_softmax_additive,recall_mse,0.29222894
ablation,S8_eta0.20_softmax_gated,recall_mse,0.34236139
ablation,S8_eta0.20_topk_softmax_additive,recall_mse,0.25123197
ablation,S8_eta0.20_topk_softmax_gated,recall_mse,0.31072199
ablation,S8_eta0.50_hard_top1_additive,recall_mse,0.35957581
ablation,S8_eta0.50_hard_top1_gated,recall_mse,0.27033356
ablation,S8_eta0.50_softmax_additive,recall_mse,0.35360125
ablation,S8_eta0.50_softmax_gated,recall_mse,0.32883349
ablation,S8_eta0.50_topk_softmax_additive,recall_mse,0.23742414
ablation,S8_eta0.50_topk_softmax_gated,recall_mse,0.27247840
ablation,S16_eta0.05_hard_top1_additive,recall_mse,0.30081439
ablation,S16_eta0.05_hard_top1_gated,recall_mse,0.39602876
ablation,S16_eta0.05_softmax_additive,recall_mse,0.33092561
ablation,S16_eta0.05_softmax_gated,recall_mse,0.32521874
ablation,S16_eta0.05_topk_softmax_additive,recall_mse,0.33622593
ablation,S16_eta0.05_topk_softmax_gated,recall_mse,0.32425323
ablation,S16_eta0.20_hard_top1_additive,recall_mse,0.26180375
ablation,S16_eta0.20_hard_top1_gated,recall_mse,0.29575744
ablation,S16_eta0.20_softmax_additive,recall_mse,0.30836120
ablation,S16_eta0.20_softmax_gated,recall_mse,0.31207386
ablation,S16_eta0.20_topk_softmax_additive,recall_mse,0.26753184
ablation,S16_eta0.20_topk_softmax_gated,recall_mse,0.30134454
ablation,S16_eta0.50_hard_top1_additive,recall_mse,0.47283241
ablation,S16_eta0.50_hard_top1_gated,recall_mse,0.25447229
ablation,S16_eta0.50_softmax_additive,recall_mse,0.30384070
ablation,S16_eta0.50_softmax_gated,recall_mse,0.33709610
ablation,S16_eta0.50_topk_softmax_additive,recall_mse,0.28806210
ablation,S16_eta0.50_topk_softmax_gated,recall_mse,0.29225287
efficiency,baseline,forward_ms,0.57228602
efficiency,alc,forward_ms,0.71267338
efficiency,alc,slowdown_ratio,1.24530978
efficiency,alc,extra_params,992.00000000
